If you liked (ID),If you liked (Title),Recommendation 1 (ID),Recommendation 1 (Title),Similarity 1,Recommendation 2 (ID),Recommendation 2 (Title),Similarity 2,Recommendation 3 (ID),Recommendation 3 (Title),Similarity 3,Recommendation 4 (ID),Recommendation 4 (Title),Similarity 4,Recommendation 5 (ID),Recommendation 5 (Title),Similarity 5
69,Paragraphs,493,Drupal 8.1.0 is now available,0.3981,2190,14 Cool Drupal 8 modules for site builders | August 2016,0.3909,407,Choosing Modules and Themes for Drupal 8,0.3837,715,Dries Buytaert,0.3819,1619,The Risks and Rewards of Fully Decoupling Drupal | Acquia,0.3592
70,Dries Buytaert,3070,Sharing innovation with your competitors - Dries Buytaert,0.3731,2079,"Open Source Won. So, Now What?",0.3406,715,Dries Buytaert,0.3337,2920,How to move an entire government to a new digital platform - Dries Buytaert,0.3219,1592,Drupal and ambitious digital experiences,0.3055
71,Drupal How-To: Responsive or Adaptive Images? | Acquia,407,Choosing Modules and Themes for Drupal 8,0.3596,493,Drupal 8.1.0 is now available,0.3489,715,Dries Buytaert,0.3369,2190,14 Cool Drupal 8 modules for site builders | August 2016,0.3327,1619,The Risks and Rewards of Fully Decoupling Drupal | Acquia,0.3186
72,Top 10 contributing customers,715,Dries Buytaert,0.4076,2287,Who sponsors Drupal development? | Dries Buytaert,0.3802,1592,Drupal and ambitious digital experiences,0.3742,493,Drupal 8.1.0 is now available,0.3500,2756,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),0.3473
73,Setting up Drupal Code Sniffer,106,Coder | Drupal.org,0.2924,715,Dries Buytaert,0.2380,2570,15 Awesome Sublime Text Plugins For Web Development,0.2326,493,Drupal 8.1.0 is now available,0.2287,2756,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),0.2227
74,"Bitcoin Mining, Ethereum Mining, Cloud Mining: 2016 Overview",117,Growing Global Electricity Consumption Is Not Just Bitcoin's Fault,0.5424,480,Mining in Space Could Lead to Conflicts on Earth - Facts So Romantic - Nautilus,0.3337,2378,Are you a bitcoin denialist? - Chris Skinner's blog,0.1718,184,Ethereum and Bitcoin Are Market Leaders But Not Competitors,0.1701,0,"Ethereum, a Virtual Currency, Enables Transactions That Rival Bitcoin's",0.1584
75,Stratumn is building a sort of Heroku for blockchain applications - The Bitcoin Channel,2378,Are you a bitcoin denialist? - Chris Skinner's blog,0.3845,181,Venture Capitalists Inject Nearly Half a Billion in Bitcoin,0.3547,987,"Blockchain open sources Thunder network, paving the way for instant bitcoin transactions",0.3453,2328,Banks find blockchain hard to put into practice - FT.com,0.3081,375,Blockchain won't kill banks: Bitcoin pioneer,0.3072
76,Wall Street Goes Big on Bitcoin Tech,2328,Banks find blockchain hard to put into practice - FT.com,0.2314,113,DTCC and Digital Asset Holdings to Test Blockchain Solutions for the $2.6 Trillion Repo Market,0.2209,2462,Blockchain Will Be Used By 15% of Big Banks By 2017,0.1967,928,The Blockchain is the new Google,0.1789,4,"IBM Wants to ""Evolve the Internet"" With Blockchain Technology",0.1767
77,Coin Center Opens Nominations for the 2016 Blockchain Awards - CoinDesk,3121,The 2017 Acquia Partners of the Year,0.2142,181,Venture Capitalists Inject Nearly Half a Billion in Bitcoin,0.1898,374,Global Blockchain Forum Launched to Coordinate Regulatory Interoperability and Best Practices,0.1890,262,Red Hat OpenShift Blockchain Initiative Focuses On Ethereum,0.1743,5,IEEE to Talk Blockchain at Cloud Computing Oxford-Con - CoinDesk,0.1720
78,Cognitive Services-Intelligence Applications | Microsoft Azure,938,Clarifying the uses of artificial intelligence in the enterprise,0.2541,2714,The Competitive Landscape for Machine Intelligence,0.2305,2743,The Competitive Landscape for Machine Intelligence,0.2305,1176,Machine Intelligence - Research at Google,0.2287,1831,"Introducing Cloud Natural Language API, Speech API open beta and our West Coast region expansion",0.2109
79,"Google admits original enterprise cloud strategy was wrong, why it's gone in a different direction - TechRepublic",248,Google Cloud Platform: The smart person's guide - TechRepublic,0.6424,1142,Diane Greene wants to put the enterprise front and center of Google Cloud strategy,0.4628,1449,How the queen of Silicon Valley is helping Google go after Amazon's most profitable business,0.4544,2471,Google's Cloud Machine Learning service is now in public beta,0.4101,85,Google Cloud Platform for AWS Professionals,0.4098
80,Fooling The Machine,84,Fooling The Machine,1.0000,86,Fooling The Machine,1.0000,87,Fooling The Machine,1.0000,88,Fooling The Machine,1.0000,89,Fooling The Machine,1.0000
81,Spotify's Event Delivery - The Road to the Cloud (Part III),1682,"Stream processing, Event sourcing, Reactive, CEP... and making sense of it all",0.2849,3022,"Stream processing, Event sourcing, Reactive, CEP... and making sense of it all - Confluent",0.2849,3092,"What do you mean by ""Event-Driven""?",0.2570,769,Google's Cloud Dataflow stomps on Apache Spark in new benchmark tests,0.2254,100,Spotify chooses Google Cloud Platform to power data infrastructure,0.2142
82,What's the Best Cloud? Probably GCP,85,Google Cloud Platform for AWS Professionals,0.4927,248,Google Cloud Platform: The smart person's guide - TechRepublic,0.4818,2239,Spark comparison: AWS vs. GCP,0.4529,3051,8 must-see sessions for application developers at Google Cloud Next '17,0.4501,1241,The five phases of migrating to Google Cloud Platform,0.4184
83,Microsoft Adds Ethereum to Windows Platform For Over 3 Million Developers - CoinDesk,112,Solidity Available in Visual Studio - Ethereum Blog,0.6205,0,"Ethereum, a Virtual Currency, Enables Transactions That Rival Bitcoin's",0.4721,1,"Ethereum, a Virtual Currency, Enables Transactions That Rival Bitcoin's",0.4721,9,The Rise And Growth of Ethereum Gets Mainstream Coverage,0.4605,187,Microsoft Continues to Embrace Ethereum & Bitcoin - Bitcoin News,0.4590
84,Fooling The Machine,84,Fooling The Machine,1.0000,86,Fooling The Machine,1.0000,87,Fooling The Machine,1.0000,88,Fooling The Machine,1.0000,89,Fooling The Machine,1.0000
85,Google Cloud Platform for AWS Professionals,248,Google Cloud Platform: The smart person's guide - TechRepublic,0.5624,82,What's the Best Cloud? Probably GCP,0.4927,79,"Google admits original enterprise cloud strategy was wrong, why it's gone in a different direction - TechRepublic",0.4098,2085,Advancing enterprise database workloads on Google Cloud Platform,0.3805,667,Now playing: New ISO security and privacy certifications for Google Cloud Platform,0.3797
86,Fooling The Machine,84,Fooling The Machine,1.0000,86,Fooling The Machine,1.0000,87,Fooling The Machine,1.0000,88,Fooling The Machine,1.0000,89,Fooling The Machine,1.0000
87,Fooling The Machine,84,Fooling The Machine,1.0000,86,Fooling The Machine,1.0000,87,Fooling The Machine,1.0000,88,Fooling The Machine,1.0000,89,Fooling The Machine,1.0000
88,Fooling The Machine,84,Fooling The Machine,1.0000,86,Fooling The Machine,1.0000,87,Fooling The Machine,1.0000,88,Fooling The Machine,1.0000,89,Fooling The Machine,1.0000
89,Fooling The Machine,84,Fooling The Machine,1.0000,86,Fooling The Machine,1.0000,87,Fooling The Machine,1.0000,88,Fooling The Machine,1.0000,89,Fooling The Machine,1.0000
90,Fooling The Machine,84,Fooling The Machine,1.0000,86,Fooling The Machine,1.0000,87,Fooling The Machine,1.0000,88,Fooling The Machine,1.0000,89,Fooling The Machine,1.0000
91,"Em parceria com Facebook, KLM passa a oferecer atendimento através do Messenger",1807,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.2048,600,Cinco competências comportamentais para você ser um bom líder,0.1970,2882,"SINAIS do FUTURO imediato: #1, internet das coisas",0.1966,1159,7 motivos para você acordar às 5 da manhã - Tudo Pela Arte,0.1904,2656,O que é benchmarking? Veja quando um concorrente se torna inspiração!,0.1890
92,Calculating and searching 500 billion digits of Pi,395,Compute Engine now with 3 TB of high-speed Local SSD and 64 TB of Persistent Disk per VM,0.2598,85,Google Cloud Platform for AWS Professionals,0.1676,579,A New Number Format for Computers Could Nuke Approximation Errors for Good,0.1293,2995,Asus ready to take bite of 'Pi' market with Tinker micro PC,0.1166,839,Auto-scaling scikit-learn with Spark,0.1109
93,"Com HoloLens, Microsoft torna realidade a mensagem holográfica de ""Star Wars""",194,"Olhar Digital: Notícia: Testamos o HoloLens, os óculos do futuro da Microsoft",0.3839,2882,"SINAIS do FUTURO imediato: #1, internet das coisas",0.3118,1807,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.3035,2684,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",0.2827,1901,Vídeos motivacionais: os 21 vídeos mais incríveis.,0.2803
94,The Internet of Things,2732,Lessons from Becoming a Data-Driven Organization,0.2773,621,Forget the Cloud - 'The Fog' Is the Next Big Thing | Fox Business,0.2523,51,The economic essentials of digital strategy,0.2345,942,It's coming! The Internet of Eyes will allow objects to see,0.2344,1662,Five questions boards should ask about IT in a digital world,0.2185
95,Tecnologia para colher mais e o uso do GPS,571,Especial Agrishow: Soluções de agricultura de precisão elevam produtividade e aumentam a qualidade do plantio,0.2762,17,Rede Agricultura de Precisão II,0.2389,2684,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",0.2345,194,"Olhar Digital: Notícia: Testamos o HoloLens, os óculos do futuro da Microsoft",0.2342,1613,MOBILE TIME - Drones vão ajudar pequenos agricultores no Brasil,0.2318
96,"Apple launches Safari Technology Preview, a browser for developers including experimental web features",397,"Android N Developer Preview 2, out today! | Android Developers Blog",0.2427,402,"Android N Developer Preview 2, out today! | Android Developers Blog",0.2427,403,"Android N Developer Preview 2, out today! | Android Developers Blog",0.2427,1818,Final Developer Preview before Android 7.0 Nougat begins rolling out | Android Developers Blog,0.2207,1355,What to Expect at WWDC 2016,0.2093
97,Google Is Finally Redesigning Its Biggest Cash Cow: AdWords,815,29 Common Google Analytics Data Errors And How To Fix Them,0.2346,676,This year's Founders' Letter,0.2082,884,Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?,0.1876,1244,Calm down: Google's use of Material Design on iOS is fine,0.1742,3059,The Complete Google Analytics Audit Checklist | Optimization Up,0.1648
98,Microsoft Build: the 10 most important announcements,103,Windows 10 Anniversary SDK is bringing exciting opportunities to developers,0.4899,1695,Exclusive: Why Microsoft is betting its future on AI,0.4360,209,Microsoft's mobile problem may not be a problem at all,0.4015,210,Microsoft's mobile problem may not be a problem at all,0.4015,702,Clippy's Back: The Future of Microsoft Is Chatbots,0.3734
99,Foxconn finalises Sharp takeover - BBC News,1379,How to Improve 8 Major Problem Areas for Japanese Learners of All Levels,0.2070,1825,40 Basic Japanese conversations,0.1385,1881,Japanese for dummies,0.1340,1598,Learn Japanese Online | Japanese Podcast| JapaneseLingQ.com,0.1023,3120,"JPMorgan Software Does in Seconds What Took Lawyers 360,000 Hours",0.0895
100,Spotify chooses Google Cloud Platform to power data infrastructure,248,Google Cloud Platform: The smart person's guide - TechRepublic,0.5009,2227,The Spotify Blog,0.4718,667,Now playing: New ISO security and privacy certifications for Google Cloud Platform,0.3867,2085,Advancing enterprise database workloads on Google Cloud Platform,0.3797,2475,Google Cloud Platform sets a course for new horizons,0.3714
101,"New blog from Dries: A ""MAP"" for accelerating Drupal 8 adoption",715,Dries Buytaert,0.6964,493,Drupal 8.1.0 is now available,0.6471,407,Choosing Modules and Themes for Drupal 8,0.6200,2190,14 Cool Drupal 8 modules for site builders | August 2016,0.5697,1592,Drupal and ambitious digital experiences,0.5687
102,The Future of Pen: Windows Ink,103,Windows 10 Anniversary SDK is bringing exciting opportunities to developers,0.5241,209,Microsoft's mobile problem may not be a problem at all,0.3980,210,Microsoft's mobile problem may not be a problem at all,0.3980,2443,Introducing Docker for Windows Server 2016 - Docker Blog,0.3716,53,​Microsoft and Canonical partner to bring Ubuntu to Windows 10 | ZDNet,0.3447
103,Windows 10 Anniversary SDK is bringing exciting opportunities to developers,102,The Future of Pen: Windows Ink,0.5241,98,Microsoft Build: the 10 most important announcements,0.4899,209,Microsoft's mobile problem may not be a problem at all,0.4855,210,Microsoft's mobile problem may not be a problem at all,0.4855,2443,Introducing Docker for Windows Server 2016 - Docker Blog,0.4412
104,"Microsoft HoloLens and Lowe's, working to redefine your next home renovation",123,The 7 Coolest Virtual Reality Experiences Made with Hololens So Far,0.2943,98,Microsoft Build: the 10 most important announcements,0.1293,2594,Democratizing AI,0.1277,234,The Future of Business is Design,0.1265,216,Ikea ponders the future of retail with virtual reality pilot app,0.1223
105,How We Migrated Data into Drupal from Four Different Sources Using the Migrate Module | Acquia,493,Drupal 8.1.0 is now available,0.3364,2756,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),0.3226,1478,The Netflix Tech Blog: Netflix Billing Migration to AWS,0.3129,2190,14 Cool Drupal 8 modules for site builders | August 2016,0.2688,407,Choosing Modules and Themes for Drupal 8,0.2507
106,Coder | Drupal.org,715,Dries Buytaert,0.4227,493,Drupal 8.1.0 is now available,0.3826,2756,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),0.3790,1592,Drupal and ambitious digital experiences,0.3698,1619,The Risks and Rewards of Fully Decoupling Drupal | Acquia,0.3629
107,Spotify Raises $1 Billion in Debt Financing,2772,Blockchain startup R3 cuts fund-raising target to $150 million: source,0.1304,3105,Concrete things you can do about your technical debt,0.1117,100,Spotify chooses Google Cloud Platform to power data infrastructure,0.1059,2002,Spotify's Latest Algorithmic Playlist Is Full of Your Favorite New Music,0.1028,1953,Conselho da SABMiller aceita proposta de compra da AB InBev,0.1012
108,"Introducing a new developer show ""Machine Learning: Recipes for New Developers""",2715,How real businesses are using machine learning,0.4375,275,5 Skills You Need to Become a Machine Learning Engineer | Udacity,0.4370,2662,Machine Learning Is No Longer Just for Experts,0.4104,2252,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",0.3861,303,Machine learning is a poor fit for most businesses,0.3859
109,What Happens When You Combine Artificial Intelligence and Satellite Imagery,2198,"SpaceNet satellite imagery repository launched by DigitalGlobe, CosmiQ Works and NVIDIA on AWS",0.3407,1981,This startup uses machine learning and satellite imagery to predict crop yields,0.2651,325,How big is the Google Earth database? - Google Earth Blog,0.2491,2732,Lessons from Becoming a Data-Driven Organization,0.1591,2714,The Competitive Landscape for Machine Intelligence,0.1576
110,Microsoft's new AI tools help developers build smart apps and bots,3010,Introducing Mini Courses with MS Chatbots,0.4143,1695,Exclusive: Why Microsoft is betting its future on AI,0.4046,1297,How bot-to-bot could soon replace APIs,0.3693,98,Microsoft Build: the 10 most important announcements,0.3577,702,Clippy's Back: The Future of Microsoft Is Chatbots,0.3487
